,carat,cut,color,clarity,depth,table,price,x,y,z,predicted_price
30795,0.3,5,6,6,62.3,54.0,742,4.31,4.36,2.7,766.0792
30796,0.41,5,2,4,62.0,57.0,742,4.74,4.77,2.95,729.1094
30797,0.36,5,6,4,61.7,55.0,742,4.57,4.6,2.83,810.6654
30798,0.3,5,7,5,60.8,58.0,742,4.31,4.34,2.63,720.18304
30799,0.34,5,7,5,61.3,56.0,742,4.5,4.54,2.77,892.47906
30800,0.3,5,7,5,62.8,57.0,742,4.27,4.3,2.69,735.0964
30801,0.3,5,7,5,61.2,59.0,742,4.29,4.31,2.63,716.8719
30802,0.43,5,5,2,60.7,57.0,742,4.88,4.91,2.97,745.1345
30803,0.31,2,5,7,63.6,61.0,742,4.21,4.25,2.69,805.7005
30804,0.3,2,5,8,60.0,63.0,742,4.3,4.36,2.6,802.0874
30805,0.4,2,7,5,64.0,55.0,742,4.67,4.7,3.0,1007.3087
30806,0.3,3,6,6,62.4,57.0,743,4.26,4.27,2.66,764.69836
30807,0.3,3,4,8,60.5,58.0,743,4.35,4.38,2.64,831.6904
30808,0.3,1,5,6,65.5,61.0,743,4.19,4.15,2.73,664.13684
30809,0.3,5,6,6,62.0,55.0,743,4.3,4.34,2.68,779.7462
30810,0.35,5,3,7,62.0,53.9,743,4.5,4.53,2.8,823.4989
30811,0.31,5,4,7,61.8,55.0,743,4.35,4.39,2.7,819.4859
30812,0.41,5,3,4,61.5,55.0,743,4.78,4.81,2.95,845.16187
30813,0.38,5,4,4,61.6,55.0,743,4.67,4.71,2.89,788.9668
30814,0.38,5,4,4,61.6,57.0,743,4.62,4.66,2.86,722.9872
30815,0.39,2,4,4,60.3,60.6,743,4.7,4.71,2.84,750.4482
30816,0.33,4,4,4,61.4,60.0,743,4.45,4.41,2.72,777.61914
30817,0.33,5,4,4,62.8,54.0,743,4.42,4.4,2.77,703.76404
30818,0.33,3,6,3,63.3,56.0,743,4.43,4.41,2.8,681.04724
30819,0.33,5,6,3,61.9,57.0,743,4.46,4.43,2.75,761.75836
30820,0.33,4,6,3,59.1,58.0,743,4.56,4.51,2.68,751.51135
30821,0.33,2,6,3,63.8,55.0,743,4.38,4.36,2.79,692.65576
30822,0.33,3,6,3,63.4,55.0,743,4.4,4.37,2.78,675.0402
30823,0.33,4,6,3,62.7,56.0,743,4.45,4.39,2.77,785.2345
30824,0.33,5,2,6,62.4,56.0,743,4.43,4.41,2.76,684.0272
30825,0.33,4,2,6,61.0,59.0,743,4.44,4.41,2.7,697.05023
30826,0.33,5,2,6,62.4,57.0,743,4.44,4.41,2.76,709.35846
30827,0.33,4,2,6,62.1,56.0,743,4.45,4.41,2.75,716.48553
30828,0.33,4,2,6,62.2,59.0,743,4.47,4.41,2.76,740.26575
30829,0.33,5,2,6,62.7,54.0,743,4.45,4.42,2.78,672.3244
30830,0.33,4,2,6,61.0,58.0,743,4.46,4.42,2.71,699.72894
30831,0.33,4,2,6,61.5,58.0,743,4.45,4.43,2.73,706.98254
30832,0.33,4,2,6,61.4,58.0,743,4.48,4.45,2.74,704.4009
30833,0.33,2,2,6,63.7,56.0,743,4.4,4.36,2.79,695.37305
30834,0.33,4,3,5,59.7,59.0,743,4.53,4.52,2.7,609.3436
30835,0.33,5,3,5,60.2,57.0,743,4.54,4.5,2.72,648.75555
30836,0.33,4,3,5,59.2,58.0,743,4.55,4.5,2.68,715.90717
30837,0.33,4,3,5,60.0,61.0,743,4.52,4.48,2.7,666.08026
30838,0.33,4,3,5,59.5,59.0,743,4.53,4.48,2.68,644.71826
30839,0.33,5,3,5,61.4,57.0,743,4.49,4.44,2.74,744.34656
30840,0.33,5,3,5,61.7,54.0,743,4.47,4.45,2.75,651.92957
30841,0.33,4,3,5,61.0,59.0,743,4.5,4.45,2.73,694.6206
30842,0.33,5,3,5,61.5,56.0,743,4.47,4.44,2.74,737.6647
30843,0.33,5,3,5,61.9,56.0,743,4.48,4.44,2.76,741.95593
30844,0.33,5,3,5,61.8,56.0,743,4.46,4.41,2.74,741.95593
30845,0.33,4,3,5,61.9,58.0,743,4.45,4.43,2.75,714.42346
30846,0.33,4,3,5,62.1,59.0,743,4.46,4.43,2.76,736.5347
30847,0.33,5,3,5,62.0,55.0,743,4.46,4.44,2.76,690.2676
30848,0.33,4,3,5,60.2,62.0,743,4.47,4.44,2.68,709.57587
30849,0.33,4,3,5,62.9,59.0,743,4.4,4.35,2.75,719.1677
30850,0.33,4,3,5,61.5,58.0,743,4.46,4.39,2.72,728.28143
30851,0.33,4,4,4,59.4,61.0,743,4.53,4.49,2.68,711.36176
30852,0.33,5,4,4,61.2,55.0,743,4.49,4.46,2.74,749.46045
30853,0.33,4,4,4,60.9,56.0,743,4.5,4.46,2.73,756.9077
30854,0.33,5,4,4,61.2,55.0,743,4.52,4.46,2.75,749.46045
30855,0.33,4,4,4,60.0,58.0,743,4.49,4.47,2.69,725.28436
30856,0.33,4,4,4,59.3,61.0,743,4.51,4.49,2.67,711.36176
30857,0.33,4,4,4,60.6,61.0,743,4.49,4.46,2.71,749.902
30858,0.33,5,4,4,62.6,57.0,743,4.47,4.45,2.79,717.3627
30859,0.33,4,4,4,60.8,58.0,743,4.47,4.45,2.71,723.7012
30860,0.33,5,4,4,62.2,56.0,743,4.47,4.44,2.77,769.7463
30861,0.33,5,4,4,62.0,57.0,743,4.47,4.44,2.76,750.5302
30862,0.33,5,4,4,61.6,55.0,743,4.46,4.43,2.74,777.3392
30863,0.33,4,4,4,61.1,59.0,743,4.47,4.43,2.72,765.1412
30864,0.33,4,4,4,61.3,59.0,743,4.46,4.44,2.73,765.1412
30865,0.33,5,4,4,62.2,56.0,743,4.44,4.43,2.76,750.6565
30866,0.33,4,4,4,62.6,58.0,743,4.44,4.41,2.77,799.1622
30867,0.33,4,4,4,62.0,58.0,743,4.45,4.42,2.75,759.6417
30868,0.33,4,4,4,60.8,62.0,743,4.46,4.42,2.7,766.9833
30869,0.33,5,4,4,62.3,55.0,743,4.47,4.42,2.77,751.70306
30870,0.33,4,4,4,62.1,56.0,743,4.44,4.41,2.75,770.6886
30871,0.33,5,4,4,62.6,56.0,743,4.41,4.38,2.75,747.65717
30872,0.33,5,4,4,62.5,57.0,743,4.41,4.39,2.75,711.3155
30873,0.33,5,4,4,62.3,57.0,743,4.43,4.4,2.75,722.67914
30874,0.33,4,4,4,61.9,59.0,743,4.46,4.4,2.74,789.75464
30875,0.33,4,4,4,62.6,58.0,743,4.4,4.36,2.74,739.05005
30876,0.33,4,6,3,60.4,59.0,743,4.47,4.43,2.69,740.05524
30877,0.33,4,6,3,60.7,57.0,743,4.47,4.43,2.7,739.0542
30878,0.33,4,6,3,61.1,58.0,743,4.47,4.43,2.72,754.9692
30879,0.33,4,6,3,60.9,58.0,743,4.5,4.46,2.73,740.42975
30880,0.33,4,6,3,60.3,60.0,743,4.49,4.47,2.7,703.34045
30881,0.33,4,6,3,60.2,58.0,743,4.55,4.49,2.72,763.01587
30882,0.33,5,6,3,62.0,54.0,743,4.43,4.41,2.74,690.30664
30883,0.33,4,6,3,62.2,59.0,743,4.43,4.41,2.75,720.4102
30884,0.33,5,6,3,62.4,56.0,743,4.43,4.41,2.76,722.1336
30885,0.33,5,6,3,62.5,55.0,743,4.45,4.42,2.77,717.51587
30886,0.33,5,6,3,62.5,55.0,743,4.45,4.42,2.77,717.51587
30887,0.33,5,6,3,63.0,54.0,743,4.42,4.38,2.77,729.4196
30888,0.33,4,6,3,62.0,60.0,743,4.43,4.38,2.73,752.1965
30889,0.33,4,6,3,60.6,60.0,743,4.44,4.41,2.68,749.23456
30890,0.42,3,6,3,60.0,61.0,743,4.85,4.88,2.92,825.3824
30891,0.42,5,6,3,62.1,55.0,743,4.79,4.81,2.98,888.2851
30892,0.32,3,6,6,62.4,56.0,744,4.34,4.38,2.72,775.3716
30893,0.38,3,6,4,60.4,58.0,744,4.67,4.7,2.83,809.73315
30894,0.38,5,2,7,60.6,58.0,744,4.69,4.71,2.85,816.6939
30895,0.35,5,6,4,61.6,57.0,744,4.53,4.56,2.8,790.48047
30896,0.35,5,6,3,61.6,55.0,744,4.55,4.57,2.81,727.3995
30897,0.41,5,7,3,61.7,56.0,744,4.77,4.8,2.95,892.378
30898,0.41,5,7,3,61.9,55.0,744,4.77,4.8,2.96,888.9175
30899,0.41,5,7,3,63.0,53.0,744,4.74,4.79,3.0,846.9733
30900,0.41,5,7,3,60.5,57.0,744,4.81,4.85,2.92,910.9585
30901,0.31,2,5,4,64.2,59.0,744,4.3,4.23,2.74,722.11694
30902,0.31,5,5,5,62.4,55.0,744,4.37,4.35,2.72,787.9938
30903,0.39,5,4,4,60.7,54.0,745,4.74,4.77,2.89,777.25146
30904,0.39,5,4,4,61.5,57.0,745,4.69,4.74,2.9,784.46313
30905,0.31,5,6,4,60.9,57.0,745,4.36,4.38,2.66,715.6034
30906,0.32,5,6,5,61.7,56.0,745,4.41,4.44,2.73,801.238
30907,0.4,5,4,2,60.4,56.0,745,4.78,4.82,2.9,661.85614
30908,0.37,5,4,3,61.8,55.0,745,4.62,4.64,2.86,655.79333
30909,0.43,5,5,3,61.4,55.0,745,4.88,4.92,3.01,894.88464
30910,0.34,3,6,4,62.6,58.0,745,4.43,4.45,2.78,734.8964
30911,0.34,5,6,4,62.5,55.0,745,4.46,4.5,2.8,784.78107
30912,0.34,5,6,4,62.2,55.0,745,4.48,4.49,2.79,801.4937
30913,0.34,5,6,4,62.1,55.0,745,4.47,4.49,2.78,784.78107
30914,0.34,4,6,4,60.9,60.0,745,4.49,4.51,2.74,836.8063
30915,0.34,5,6,4,62.4,55.0,745,4.48,4.53,2.81,801.4937
30916,0.34,5,5,5,62.2,56.0,745,4.44,4.47,2.77,754.03973
30917,0.34,4,6,4,61.1,60.0,745,4.45,4.48,2.73,765.312
30918,0.34,5,6,4,62.1,54.0,745,4.5,4.52,2.8,797.36005
30919,0.34,5,6,4,62.4,54.0,745,4.48,4.49,2.8,785.148
30920,0.34,5,6,4,62.6,55.0,745,4.43,4.45,2.78,785.1307
30921,0.34,5,5,5,62.1,57.0,745,4.49,4.53,2.8,789.7092
30922,0.34,3,6,4,62.8,58.0,745,4.43,4.45,2.79,734.3621
30923,0.34,3,6,4,58.8,59.0,745,4.56,4.59,2.69,697.05304
30924,0.34,4,6,4,61.9,58.0,745,4.43,4.45,2.75,791.56287
30925,0.34,5,6,4,62.6,57.0,745,4.45,4.47,2.79,751.54456
30926,0.35,5,5,6,62.1,56.0,745,4.52,4.56,2.82,863.4989
30927,0.35,3,3,7,60.1,62.0,745,4.52,4.57,2.73,831.0756
30928,0.34,4,5,5,60.4,58.0,745,4.51,4.53,2.73,784.2749
30929,0.34,5,6,4,62.4,56.0,745,4.45,4.49,2.79,765.54407
30930,0.34,4,6,4,61.0,59.0,745,4.48,4.51,2.74,798.05853
30931,0.26,5,3,5,61.8,56.0,448,4.12,4.14,2.55,478.0471
30932,0.33,5,3,2,61.2,54.0,448,4.45,4.5,2.74,345.288
30933,0.24,3,3,6,61.3,57.0,449,4.01,4.04,2.46,436.9554
30934,0.24,3,3,6,61.4,57.0,449,4.02,4.04,2.47,451.8519
30935,0.24,3,3,6,61.9,57.0,449,3.97,4.01,2.47,424.57513
30936,0.24,3,3,6,61.5,56.0,449,3.99,4.01,2.46,426.87973
30937,0.24,3,4,6,62.0,56.0,449,4.0,4.03,2.49,481.80548
30938,0.24,3,4,6,62.0,57.0,449,4.0,4.03,2.49,480.8205
30939,0.24,3,4,6,62.0,56.0,449,3.99,4.03,2.48,467.92184
30940,0.24,3,3,7,61.3,56.0,449,4.01,4.04,2.46,466.22766
30941,0.24,3,3,7,62.3,56.0,449,3.99,4.02,2.49,443.90588
30942,0.27,3,6,4,58.6,57.0,449,4.3,4.33,2.53,504.02945
30943,0.24,3,3,8,61.3,56.0,449,4.04,4.06,2.48,491.06213
30944,0.24,5,3,7,62.4,56.0,449,3.99,4.03,2.5,496.77176
30945,0.27,5,3,5,62.2,56.0,449,4.12,4.15,2.57,468.4233
30946,0.32,5,7,2,62.1,55.0,449,4.38,4.4,2.73,520.80457
30947,0.32,5,4,3,61.8,55.0,449,4.4,4.43,2.73,514.3983
30948,0.23,3,7,2,63.5,57.0,449,3.87,3.85,2.45,333.6235
30949,0.32,4,3,3,61.3,60.0,449,4.36,4.42,2.69,409.06772
30950,0.32,3,3,3,61.9,59.0,449,4.38,4.41,2.72,459.1447
30951,0.32,3,6,2,62.4,58.0,449,4.35,4.4,2.73,466.88446
30952,0.32,5,2,4,62.2,57.0,449,4.39,4.42,2.74,469.1156
30953,0.32,3,3,3,61.9,58.0,449,4.34,4.38,2.7,449.9397
30954,0.32,5,2,4,62.5,55.0,449,4.38,4.39,2.74,491.30994
30955,0.32,3,2,4,62.8,58.0,449,4.33,4.37,2.73,485.25986
30956,0.32,4,6,2,61.2,58.0,449,4.39,4.44,2.7,492.29407
30957,0.32,5,6,2,62.0,55.0,449,4.36,4.41,2.72,495.8108
30958,0.32,5,2,4,62.5,57.0,449,4.35,4.39,2.73,474.96298
30959,0.32,5,2,4,62.0,57.0,449,4.36,4.41,2.72,462.08447
30960,0.32,3,2,4,63.0,56.0,449,4.38,4.42,2.77,474.27414
30961,0.4,3,3,4,62.1,56.0,746,4.72,4.75,2.94,800.88617
30962,0.46,5,1,4,61.4,56.0,746,4.96,5.0,3.06,988.9548
30963,0.36,5,4,5,61.3,56.0,746,4.6,4.64,2.83,816.8537
30964,0.36,5,4,5,61.1,55.0,746,4.63,4.66,2.84,890.3417
30965,0.37,5,5,3,61.6,56.0,746,4.61,4.65,2.85,737.8826
30966,0.39,4,4,2,62.7,54.0,746,4.71,4.64,2.93,690.9601
30967,0.39,3,1,4,63.3,56.0,746,4.63,4.6,2.92,676.65247
30968,0.38,5,2,3,62.3,56.0,746,4.63,4.58,2.87,656.72516
30969,0.38,4,2,3,60.2,60.0,746,4.68,4.65,2.81,697.77997
30970,0.38,4,2,3,60.5,58.0,746,4.72,4.67,2.84,737.9982
30971,0.39,4,1,4,61.3,60.0,746,4.68,4.65,2.86,695.9275
30972,0.39,5,1,4,61.4,57.0,746,4.72,4.66,2.88,685.41846
30973,0.37,3,4,5,59.2,61.0,746,4.63,4.7,2.76,791.4105
30974,0.4,3,7,4,62.3,58.0,746,4.69,4.72,2.93,912.1006
30975,0.38,3,5,5,61.4,61.0,746,4.66,4.69,2.87,908.3093
30976,0.37,4,5,4,60.6,58.0,746,4.63,4.67,2.82,834.5045
30977,0.37,5,5,4,60.6,56.0,746,4.63,4.64,2.81,862.29236
30978,0.37,4,5,4,59.7,59.0,746,4.64,4.68,2.78,801.92487
30979,0.37,4,5,4,61.9,58.0,746,4.54,4.6,2.83,799.1759
30980,0.37,3,5,4,61.2,60.0,746,4.59,4.63,2.82,739.51447
30981,0.37,4,5,4,61.9,59.0,746,4.57,4.61,2.84,805.47437
30982,0.37,2,5,4,63.3,56.0,746,4.56,4.63,2.91,771.6989
30983,0.37,4,5,4,62.7,58.0,746,4.55,4.58,2.86,798.1606
30984,0.37,2,4,5,63.1,56.0,746,4.57,4.59,2.89,795.4459
30985,0.37,4,4,5,61.4,58.0,746,4.58,4.61,2.82,844.9284
30986,0.37,3,4,5,61.5,58.0,746,4.57,4.6,2.82,779.9707
30987,0.37,5,5,4,61.1,57.0,746,4.63,4.67,2.84,814.7144
30988,0.37,3,5,4,61.0,58.0,746,4.61,4.63,2.82,736.45856
30989,0.37,3,3,6,62.2,59.0,746,4.54,4.56,2.83,687.6176
30990,0.37,4,3,6,61.3,58.0,746,4.6,4.63,2.83,779.5866
30991,0.37,5,5,4,61.4,56.0,746,4.59,4.63,2.83,800.9999
30992,0.37,4,5,4,59.8,59.0,746,4.63,4.66,2.78,838.5592
30993,0.37,4,4,5,59.5,58.0,746,4.67,4.71,2.79,848.08826
30994,0.37,4,5,4,61.2,58.0,746,4.63,4.69,2.85,838.21
30995,0.3,5,4,7,60.4,58.0,747,4.36,4.38,2.64,765.3603
30996,0.3,5,4,7,61.7,55.0,747,4.31,4.35,2.67,788.49097
30997,0.41,5,2,4,61.5,55.0,747,4.8,4.82,2.96,796.0296
30998,0.35,5,5,4,62.1,54.0,747,4.55,4.58,2.83,754.77734
30999,0.36,5,6,4,61.0,54.0,747,4.6,4.64,2.82,791.75
31000,0.36,5,6,5,61.4,56.0,747,4.59,4.63,2.83,939.0376
31001,0.35,5,6,5,62.3,57.0,747,4.51,4.55,2.82,852.248
31002,0.37,5,5,3,61.6,55.0,747,4.65,4.67,2.87,730.1943
31003,0.32,3,6,7,59.0,61.0,748,4.44,4.47,2.63,846.51654
31004,0.41,2,3,3,64.3,54.0,748,4.72,4.68,3.02,760.7645
31005,0.45,5,2,4,61.3,55.0,748,4.92,4.96,3.03,874.6843
31006,0.39,5,4,3,61.3,54.0,748,4.73,4.77,2.91,695.4864
31007,0.29,5,5,8,61.9,56.0,748,4.27,4.3,2.65,797.1391
31008,0.35,5,5,3,62.4,55.0,748,4.55,4.52,2.83,705.95465
31009,0.35,4,5,3,60.2,58.0,748,4.6,4.54,2.75,715.42
31010,0.35,5,5,3,62.2,56.0,748,4.52,4.48,2.8,696.802
31011,0.35,4,5,3,61.7,58.0,748,4.54,4.51,2.79,710.09406
31012,0.35,4,5,3,62.3,58.0,748,4.53,4.49,2.81,710.53625
31013,0.35,5,5,3,62.5,54.0,748,4.52,4.5,2.82,674.1471
31014,0.35,2,5,3,63.6,54.0,748,4.52,4.51,2.87,649.5501
31015,0.35,3,5,3,63.1,56.0,748,4.51,4.46,2.83,678.10675
31016,0.31,3,6,6,62.4,56.0,749,4.32,4.35,2.7,740.3032
31017,0.31,3,4,7,61.5,55.0,749,4.36,4.4,2.69,785.84424
31018,0.31,5,6,7,59.5,60.0,749,4.43,4.45,2.64,931.2772
31019,0.41,2,5,4,59.7,63.0,749,4.8,4.85,2.88,871.28845
31020,0.31,5,5,4,61.6,56.0,749,4.39,4.35,2.69,793.0554
31021,0.37,4,2,5,61.4,59.0,749,4.61,4.55,2.81,618.5923
31022,0.37,2,3,4,63.7,55.0,749,4.56,4.54,2.9,624.1339
31023,0.37,4,3,4,59.5,61.0,749,4.67,4.64,2.77,743.97754
31024,0.31,4,4,5,58.2,61.0,749,4.45,4.42,2.58,721.77734
31025,0.31,5,4,5,61.9,55.0,749,4.37,4.36,2.7,738.6006
31026,0.31,4,5,4,58.3,61.0,749,4.48,4.44,2.6,774.6798
31027,0.31,4,5,4,59.4,58.0,749,4.45,4.37,2.62,781.6417
31028,0.31,5,5,4,60.8,57.0,749,4.41,4.38,2.67,795.2851
31029,0.31,5,5,4,62.2,56.0,749,4.39,4.36,2.72,759.5733
31030,0.31,4,5,4,60.7,61.0,749,4.4,4.36,2.66,752.7145
31031,0.31,5,5,4,61.6,56.0,749,4.38,4.35,2.69,794.1204
31032,0.31,5,5,4,61.9,57.0,749,4.34,4.32,2.68,760.7827
31033,0.31,3,5,4,63.5,55.0,749,4.32,4.31,2.74,740.1419
31034,0.31,4,5,4,63.0,57.0,749,4.33,4.27,2.71,764.5378
31035,0.31,2,5,4,63.6,54.0,749,4.33,4.28,2.74,733.5014
31036,0.31,2,5,4,63.7,59.0,749,4.31,4.26,2.73,746.3715
31037,0.37,4,3,4,61.4,58.0,749,4.64,4.61,2.84,760.39136
31038,0.31,3,4,5,63.3,57.0,749,4.31,4.28,2.72,749.70465
31039,0.34,5,7,5,60.7,57.0,749,4.51,4.55,2.75,885.9171
31040,0.34,5,7,5,62.6,56.0,749,4.49,4.52,2.82,894.32404
31041,0.34,5,7,5,61.4,56.0,749,4.5,4.53,2.77,892.47906
31042,0.38,3,2,5,62.0,55.0,750,4.65,4.67,2.89,692.7128
31043,0.39,5,2,6,62.0,56.0,750,4.67,4.72,2.91,783.3722
31044,0.33,5,5,6,62.4,55.0,750,4.43,4.45,2.77,827.40405
31045,0.4,2,2,6,59.7,62.0,750,4.75,4.79,2.85,729.1321
31046,0.34,5,7,3,62.0,55.0,750,4.53,4.5,2.8,748.04877
31047,0.34,4,7,3,62.0,58.0,750,4.47,4.43,2.76,778.5975
31048,0.41,5,3,5,61.8,56.0,750,4.73,4.78,2.94,911.97455
31049,0.42,3,4,3,62.0,54.0,751,4.8,4.82,2.98,712.8443
31050,0.4,5,2,6,62.6,54.0,751,4.69,4.73,2.95,735.5823
31051,0.34,5,4,6,62.4,53.0,751,4.49,4.52,2.81,740.1063
31052,0.3,5,5,6,61.6,55.0,751,4.3,4.33,2.66,764.97015
31053,0.34,5,3,7,61.6,53.0,751,4.5,4.52,2.78,801.88763
31054,0.34,5,3,7,61.1,56.0,751,4.51,4.56,2.77,854.56934
31055,0.38,5,6,4,61.9,57.0,751,4.61,4.66,2.87,808.3471
31056,0.38,3,2,7,63.5,57.0,752,4.6,4.63,2.93,833.4705
31057,0.38,3,5,4,59.7,57.0,752,4.73,4.79,2.84,794.6937
31058,0.24,5,6,7,60.9,56.0,752,4.01,4.04,2.45,644.0361
31059,0.39,5,4,5,61.3,56.0,752,4.68,4.71,2.88,874.59064
31060,0.31,5,7,5,60.5,57.0,752,4.39,4.41,2.66,819.31586
31061,0.38,2,5,4,62.7,58.0,752,4.56,4.6,2.87,745.30334
31062,0.27,4,6,6,61.8,59.0,752,4.18,4.14,2.57,687.6385
31063,0.27,5,6,7,62.0,56.0,752,4.19,4.16,2.59,711.287
31064,0.27,2,6,7,63.9,57.0,752,4.1,4.07,2.61,619.6482
31065,0.27,5,7,6,61.5,56.0,752,4.18,4.15,2.56,687.56995
31066,0.27,5,7,7,61.7,57.0,752,4.2,4.16,2.58,765.6291
31067,0.33,3,4,6,61.2,57.0,752,4.42,4.44,2.71,701.60114
31068,0.33,4,4,6,61.0,58.0,752,4.44,4.48,2.72,741.2825
31069,0.33,5,4,6,60.1,57.0,752,4.48,4.51,2.7,758.9743
31070,0.33,4,4,6,62.0,59.0,752,4.41,4.46,2.75,762.4044
31071,0.33,4,4,6,61.7,59.0,752,4.39,4.42,2.72,741.86505
31072,0.33,5,4,6,61.7,55.0,752,4.42,4.46,2.74,751.6776
31073,0.33,5,3,7,62.1,55.0,752,4.42,4.44,2.75,795.18524
31074,0.33,4,4,6,59.5,60.0,752,4.52,4.55,2.7,756.75214
31075,0.3,2,5,7,63.7,59.0,752,4.17,4.24,2.68,765.63806
31076,0.33,3,4,6,60.9,57.0,752,4.43,4.5,2.72,693.4814
31077,0.33,3,4,6,61.9,58.0,752,4.39,4.43,2.73,704.5577
31078,0.33,4,4,6,61.7,58.0,752,4.39,4.42,2.72,741.6048
31079,0.33,5,4,6,61.5,56.0,752,4.45,4.49,2.75,754.4476
31080,0.33,3,4,6,60.9,59.0,752,4.45,4.49,2.72,685.3045
31081,0.3,3,7,6,62.9,56.0,752,4.27,4.29,2.69,752.00323
31082,0.33,4,3,7,61.4,59.0,752,4.42,4.44,2.72,800.7586
31083,0.31,3,6,7,60.3,57.0,752,4.41,4.44,2.67,892.8639
31084,0.33,5,4,6,61.7,56.0,752,4.42,4.46,2.74,746.4616
31085,0.33,5,3,7,61.7,56.0,752,4.46,4.48,2.76,852.43677
31086,0.33,4,4,6,60.6,58.0,752,4.47,4.5,2.72,760.37225
31087,0.33,5,3,7,62.2,55.0,752,4.4,4.44,2.75,776.35077
31088,0.3,2,7,6,63.6,55.0,752,4.25,4.31,2.72,766.7216
31089,0.33,3,4,6,60.0,63.0,752,4.45,4.49,2.68,698.578
31090,0.33,5,4,6,62.5,54.0,752,4.41,4.45,2.77,745.8998
31091,0.33,3,4,6,63.0,57.0,752,4.38,4.42,2.77,684.42053
31092,0.33,3,4,6,62.8,57.0,752,4.39,4.47,2.78,699.66046
31093,0.3,4,7,6,62.4,58.0,752,4.26,4.3,2.67,799.9391
31094,0.33,5,4,6,62.7,55.0,752,4.41,4.46,2.78,761.8961
31095,0.36,3,4,6,61.7,56.0,753,4.56,4.58,2.82,840.2147
31096,0.36,3,3,7,62.0,55.0,753,4.57,4.6,2.84,930.42163
31097,0.3,3,4,7,62.5,56.0,753,4.25,4.29,2.67,746.2981
31098,0.41,3,6,3,59.3,59.0,753,4.86,4.89,2.89,783.6196
31099,0.41,5,2,6,61.6,56.0,753,4.79,4.82,2.96,865.5969
31100,0.3,5,4,7,62.6,55.0,753,4.27,4.32,2.69,786.0513
31101,0.3,5,4,7,62.2,56.0,753,4.27,4.31,2.67,795.1143
31102,0.3,5,4,7,62.1,58.0,753,4.26,4.28,2.65,772.2419
31103,0.34,5,7,4,61.0,58.0,753,4.49,4.53,2.75,834.96094
31104,0.41,5,2,5,61.8,53.0,753,4.81,4.84,2.98,749.5922
31105,0.36,5,6,5,61.5,55.0,753,4.58,4.66,2.84,939.1848
31106,0.41,5,5,3,61.4,57.0,753,4.76,4.79,2.93,826.5652
31107,0.4,4,4,4,61.9,58.0,753,4.74,4.76,2.94,931.9201
31108,0.4,4,4,4,60.4,58.0,753,4.75,4.78,2.88,833.82263
31109,0.42,3,5,3,60.6,58.0,753,4.81,4.89,2.94,787.4884
31110,0.41,3,1,6,63.1,60.0,754,4.67,4.71,2.96,788.3826
31111,0.31,3,5,6,62.0,56.0,754,4.36,4.39,2.71,709.25494
31112,0.31,3,5,6,62.0,55.0,754,4.34,4.38,2.7,716.6361
31113,0.3,3,7,6,63.0,56.0,754,4.29,4.31,2.71,744.818
31114,0.3,3,7,6,63.2,55.0,754,4.27,4.3,2.71,776.1833
31115,0.42,3,3,3,61.1,57.0,754,4.84,4.87,2.96,756.0725
31116,0.33,5,4,6,62.0,53.5,754,4.44,4.48,2.76,738.3957
31117,0.38,5,3,5,62.4,53.0,754,4.67,4.69,2.92,784.2467
31118,0.35,5,5,5,62.8,54.0,754,4.5,4.54,2.84,799.1554
31119,0.37,5,2,8,60.7,56.0,754,4.64,4.68,2.83,794.71045
31120,0.37,5,2,8,61.4,55.0,754,4.65,4.67,2.86,812.73004
31121,0.34,2,6,4,57.8,64.0,754,4.6,4.61,2.66,701.9367
31122,0.41,2,2,5,60.1,60.1,754,4.79,4.82,2.89,716.78595
31123,0.3,5,5,5,61.5,55.0,754,4.35,4.33,2.67,807.0056
31124,0.43,3,4,3,60.4,58.0,754,4.87,4.9,2.95,749.3804
31125,0.43,3,4,3,62.3,59.0,754,4.79,4.81,2.99,781.2586
31126,0.43,3,4,3,62.7,56.0,754,4.8,4.83,3.02,764.62384
31127,0.43,3,4,3,62.9,55.0,754,4.83,4.87,3.05,781.77527
31128,0.31,5,6,5,61.2,55.0,754,4.4,4.42,2.7,787.0064
31129,0.31,3,3,7,58.5,59.0,755,4.45,4.5,2.62,716.74695
31130,0.42,3,3,4,62.1,54.0,755,4.81,4.84,2.99,819.0721
31131,0.3,3,6,5,61.7,56.0,755,4.3,4.33,2.66,683.46356
31132,0.31,5,6,6,62.5,54.0,755,4.34,4.37,2.72,815.96
31133,0.31,5,6,6,61.4,58.0,755,4.33,4.37,2.67,822.1015
31134,0.31,5,6,6,59.9,62.0,755,4.4,4.41,2.64,791.9846
31135,0.31,5,6,6,59.7,61.0,755,4.4,4.41,2.63,775.43695
31136,0.31,5,4,7,60.2,61.0,755,4.39,4.41,2.65,812.6319
31137,0.31,5,4,7,59.0,62.0,755,4.41,4.43,2.61,760.13293
31138,0.38,3,4,3,61.8,53.7,755,4.67,4.69,2.9,628.92426
31139,0.41,3,6,3,62.9,57.0,755,4.72,4.76,2.98,788.7245
31140,0.41,3,6,3,62.9,57.0,755,4.73,4.78,2.99,782.6637
31141,0.41,3,6,3,62.9,56.0,755,4.72,4.76,2.98,811.0476
31142,0.38,3,4,3,62.1,54.0,755,4.64,4.67,2.9,616.63666
31143,0.38,3,4,3,62.0,54.8,755,4.64,4.67,2.89,643.4541
